'u','urms','irms','p','s','q','pf','phi','ufreq','upeak','ipeak','u1','u2','u3','u4','u5','u6','u7','u8','u9','u10','i1','i2','i3','i4','i5','i6','i7','i8','i9','i10','p1','p2','p3','p4','p5','p6','p7','p8','p9','p10','device','state','Device Id','Device Type','Device State'
234.25,234.95,0.02,1.68,3.57,3.15,0.47,61.95,49.87,318.26,0.11,234.76,0.22,2.33,0.52,7.55,0.42,2.75,0.06,0.49,0.27,0.01,0,0.01,0,0.01,0,0,0,0,0,1.65,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
234.43,235.03,0.02,1.68,3.57,3.15,0.47,61.92,49.87,318.48,0.1,234.88,0.3,2.32,0.52,7.29,0.43,2.85,0.05,0.67,0.22,0.01,0,0.01,0,0,0,0,0,0,0,1.53,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
234.48,235.08,0.02,1.68,3.58,3.16,0.47,62.04,49.87,318.57,0.1,234.92,0.23,2.5,0.52,7.42,0.44,2.84,0.09,0.54,0.3,0.01,0,0.01,0,0.01,0,0,0,0,0,1.55,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
234.59,235.23,0.02,1.67,3.58,3.17,0.47,62.27,49.87,318.51,0.11,235.17,0.23,2.52,0.65,7.51,0.42,2.99,0.08,0.69,0.26,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,2.17,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
234.33,234.97,0.02,1.68,3.58,3.16,0.47,62,49.87,318.39,0.1,234.82,0.23,2.32,0.53,7.44,0.43,2.85,0.04,0.62,0.25,0.01,0,0.01,0,0.01,0,0,0,0,0,1.56,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
234.24,234.9,0.02,1.67,3.59,3.18,0.47,62.25,49.87,318.39,0.11,234.81,0.36,2.3,0.58,7.46,0.43,2.93,0.06,0.63,0.26,0.01,0,0.01,0,0.01,0,0,0,0,0,1.64,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
234.39,235.01,0.02,1.7,3.59,3.17,0.47,61.76,49.87,318.26,0.11,234.75,0.16,2.35,0.54,7.33,0.41,2.87,0.13,0.66,0.26,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,2.04,0,0,0,-0.02,0,-0.01,0,0,0,'samsungplano','standby',88,9,14
234.54,235.14,0.02,1.69,3.6,3.18,0.47,62.05,49.87,318.57,0.12,234.97,0.2,2.4,0.48,7.38,0.47,2.86,0.07,0.66,0.35,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,2.06,0,0,0,-0.01,0,-0.01,0,0,0,'samsungplano','standby',88,9,14
234.46,235.11,0.02,1.66,3.6,3.19,0.46,62.52,49.87,318.7,0.11,235.03,0.23,2.45,0.56,7.38,0.44,2.82,0.05,0.5,0.26,0.01,0,0,0,0,0,0,0,0,0,1.46,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
234.46,235.1,0.02,1.67,3.61,3.2,0.46,62.5,49.87,318.48,0.12,234.9,0.29,2.45,0.45,7.47,0.48,2.8,0.06,0.57,0.23,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
234.55,235.14,0.02,1.68,3.62,3.2,0.46,62.31,49.87,318.51,0.12,235.09,0.24,2.37,0.53,7.37,0.4,2.9,0.04,0.64,0.25,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,2.16,0,0,0,-0.01,0,-0.01,0,0,0,'samsungplano','standby',88,9,14
234.43,235.11,0.02,1.69,3.65,3.24,0.46,62.45,49.87,318.48,0.11,234.92,0.16,2.46,0.53,7.54,0.37,2.77,0.09,0.55,0.25,0.01,0,0.01,0,0,0,0,0,0,0,1.55,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
234.53,235.19,0.02,1.71,3.69,3.27,0.46,62.36,49.87,318.51,0.11,235.11,0.32,2.39,0.58,7.58,0.29,2.89,0.06,0.73,0.23,0.01,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,'samsungplano','standby',88,9,14
234.47,235.1,0.02,1.7,3.7,3.29,0.46,62.7,49.87,318.54,0.12,234.99,0.31,2.37,0.58,7.4,0.39,2.88,0.01,0.58,0.21,0.01,0,0.01,0,0.01,0,0,0,0,0,1.63,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
234.64,235.17,0.02,1.82,3.92,3.47,0.47,62.26,49.87,318.73,0.12,234.98,0.27,2.4,0.61,7.19,0.43,3.07,0.05,0.57,0.28,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,2.35,0,0,0,-0.01,0,-0.01,0,0,0,'samsungplano','standby',88,9,14
234.52,235.17,0.02,1.81,3.92,3.47,0.46,62.49,49.87,318.67,0.13,234.89,0.12,2.47,0.43,7.45,0.5,2.79,0.16,0.56,0.36,0.01,0.01,0.01,0,0.01,0,0.01,0,0.01,0,1.96,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
234.58,235.19,0.02,1.68,3.58,3.16,0.47,62.07,49.88,318.7,0.11,235.03,0.18,2.4,0.5,7.31,0.45,2.88,0.08,0.6,0.36,0.01,0,0.01,0,0.01,0,0.01,0,0,0,1.8,0,0,0,-0.01,0,-0.01,0,0,0,'samsungplano','standby',88,9,14
234.46,235.04,0.02,1.7,3.59,3.16,0.47,61.76,49.88,318.54,0.1,234.86,0.19,2.4,0.55,7.38,0.39,2.98,0.02,0.6,0.26,0.01,0,0,0,0,0,0,0,0,0,1.45,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
234.6,235.17,0.02,1.73,3.71,3.28,0.47,62.21,49.88,318.73,0.12,234.98,0.24,2.4,0.47,7.23,0.38,2.86,0.03,0.6,0.27,0.01,0,0.01,0,0.01,0,0,0,0,0,1.64,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
234.7,235.24,0.02,1.81,3.81,3.35,0.48,61.64,49.88,318.85,0.11,235.06,0.34,2.45,0.58,7.27,0.45,3.13,0.03,0.59,0.27,0.01,0,0.01,0,0.01,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,'samsungplano','standby',88,9,14
234.52,235.2,0.02,1.68,3.53,3.11,0.47,61.65,49.89,318.7,0.1,235.06,0.37,2.37,0.59,7.51,0.42,2.77,0.02,0.61,0.3,0.01,0,0,0,0,0,0,0,0,0,1.33,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
234.66,235.27,0.02,1.68,3.56,3.14,0.47,61.91,49.89,318.73,0.1,235.14,0.33,2.32,0.58,7.41,0.4,2.82,0.07,0.56,0.29,0.01,0,0.01,0,0.01,0,0.01,0,0,0,1.77,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
237.14,237.66,0.44,64.86,103.74,-80.97,0.63,-51.31,50.04,321.03,1.22,237.39,0.25,3.56,0.47,7.62,0.32,2.94,0.04,1.78,0.19,0.29,0.01,0.25,0.01,0.18,0,0.11,0,0.04,0.01,67.8,0,-0.48,0,-1.29,0,-0.32,0,0.05,0,'samsungplano','on',88,9,15
237.12,237.66,0.44,66.01,105.41,-82.19,0.63,-51.23,50.04,321.06,1.24,237.44,0.14,3.52,0.45,7.61,0.38,2.89,0.02,1.88,0.24,0.28,0,0.25,0,0.18,0,0.11,0,0.04,0,66.89,0,-0.46,0,-1.29,0,-0.32,0,0.06,0,'samsungplano','on',88,9,15
237.11,237.66,0.46,67.82,108.07,-84.14,0.63,-51.13,50.04,321.37,1.25,237.45,0.22,3.5,0.4,7.67,0.38,2.93,0.06,1.76,0.29,0.29,0.01,0.25,0.01,0.19,0,0.11,0,0.04,0,69.26,0,-0.47,0,-1.32,0,-0.32,0,0.05,0,'samsungplano','on',88,9,15
237.08,237.58,0.46,68.71,109.32,-85.03,0.63,-51.06,50.04,321,1.31,237.35,0.18,3.66,0.42,7.78,0.36,2.93,0.07,1.8,0.25,0.3,0,0.26,0,0.19,0,0.11,0,0.04,0,70.47,0,-0.48,0,-1.35,0,-0.32,0,0.05,0,'samsungplano','on',88,9,15
237.04,237.57,0.46,69.34,109.77,-85.09,0.63,-50.82,50.04,321.16,1.32,237.45,0.24,3.55,0.45,7.65,0.36,2.77,0.07,1.75,0.22,0.31,0.01,0.27,0.01,0.19,0.01,0.11,0,0.04,0,72.72,0,-0.5,0,-1.37,0,-0.31,0,0.05,0,'samsungplano','on',88,9,15
237.2,237.72,0.47,71.18,112.41,-87,0.63,-50.71,50.04,321.4,1.34,237.42,0.22,3.57,0.48,7.7,0.36,2.78,0.03,1.84,0.23,0.31,0.01,0.27,0.01,0.2,0.01,0.12,0.01,0.04,0,73.52,0,-0.52,0,-1.41,0,-0.32,0,0.05,0,'samsungplano','on',88,9,15
237.13,237.69,0.48,71.48,112.79,-87.25,0.63,-50.67,50.04,321.25,1.34,237.41,0.19,3.68,0.43,7.9,0.33,2.82,0.06,1.8,0.16,0.29,0,0.26,0,0.19,0,0.11,0,0.04,0,69.7,0,-0.47,0,-1.35,0,-0.31,0,0.06,0,'samsungplano','on',88,9,15
236.96,237.52,0.43,63.49,101.69,-79.44,0.62,-51.37,50.05,321.09,1.2,237.25,0.15,3.45,0.43,7.62,0.35,2.73,0.08,1.87,0.27,0.29,0,0.25,0,0.19,0,0.11,0,0.04,0,68.61,0,-0.46,0,-1.32,0,-0.31,0,0.06,0,'samsungplano','on',88,9,15
236.96,237.48,0.43,63.7,101.95,-79.6,0.62,-51.33,50.05,321.19,1.22,237.25,0.16,3.51,0.44,7.5,0.4,2.92,0.06,1.74,0.34,0.28,0.01,0.24,0.01,0.18,0,0.11,0,0.04,0,66.3,0,-0.44,0,-1.22,0,-0.31,0,0.06,0,'samsungplano','on',88,9,15
237.24,237.75,0.43,64.74,102.56,-79.55,0.63,-50.86,50.05,320.97,1.22,237.45,0.14,3.59,0.43,7.88,0.43,2.91,0.16,1.78,0.32,0.28,0.01,0.24,0.01,0.18,0,0.1,0,0.04,0,66.75,0,-0.48,0,-1.31,0,-0.3,0,0.05,0,'samsungplano','on',88,9,15
237.09,237.66,0.43,64.13,102.93,-80.51,0.62,-51.46,50.05,321.25,1.18,237.42,0.12,3.41,0.45,7.58,0.38,2.83,0.08,1.81,0.27,0.29,0,0.25,0,0.18,0,0.11,0,0.04,0,67.65,0,-0.46,0,-1.3,0,-0.31,0,0.05,0,'samsungplano','on',88,9,15
237.09,237.66,0.44,64.32,103.52,-81.11,0.62,-51.59,50.05,321.56,1.23,237.49,0.2,3.44,0.42,7.56,0.37,2.81,0.03,1.86,0.22,0.28,0.01,0.24,0,0.18,0,0.11,0,0.05,0.01,66.29,0,-0.44,0,-1.28,0,-0.31,0,0.06,0,'samsungplano','on',88,9,15
237.08,237.65,0.44,65.6,103.9,-80.57,0.63,-50.85,50.05,320.78,1.21,237.52,0.07,3.61,0.35,7.83,0.39,2.85,0.08,1.79,0.31,0.29,0.01,0.25,0.01,0.18,0,0.11,0,0.04,0,67.93,0,-0.47,0,-1.32,0,-0.3,0,0.05,0,'samsungplano','on',88,9,15
237.29,237.81,0.44,65.53,103.99,-80.75,0.63,-50.94,50.05,321.06,1.2,237.65,0.23,3.56,0.47,7.7,0.37,2.86,0.07,1.72,0.29,0.28,0,0.24,0,0.18,0,0.11,0,0.04,0,66.54,0,-0.46,0,-1.28,0,-0.3,0,0.05,0,'samsungplano','on',88,9,15
237.31,237.81,0.44,65.69,104.35,-81.09,0.63,-50.99,50.05,321.16,1.23,237.5,0.2,3.62,0.37,7.65,0.39,2.9,0.04,1.72,0.24,0.28,0.01,0.25,0.01,0.18,0.01,0.11,0,0.04,0,67.01,0,-0.48,0,-1.3,0,-0.31,0,0.05,0,'samsungplano','on',88,9,15
236.97,237.47,0.45,66.58,105.7,-82.09,0.63,-50.96,50.05,320.88,1.3,237.39,0.23,3.53,0.42,7.7,0.38,2.87,0.04,1.74,0.23,0.3,0.01,0.26,0.01,0.19,0.01,0.11,0,0.04,0,70.44,0,-0.5,0,-1.34,0,-0.31,0,0.05,0,'samsungplano','on',88,9,15
237.2,237.75,0.45,67.1,106.57,-82.8,0.63,-50.98,50.05,321.22,1.25,237.63,0.32,3.64,0.4,7.82,0.38,2.81,0.07,1.81,0.28,0.29,0,0.25,0.01,0.18,0.01,0.11,0,0.04,0,68.69,0,-0.47,0,-1.34,0,-0.3,0,0.05,0,'samsungplano','on',88,9,15
237.06,237.62,0.46,68.15,108.38,-84.28,0.63,-51.04,50.05,321.28,1.31,237.47,0.09,3.45,0.38,7.5,0.4,2.81,0.08,1.75,0.28,0.29,0,0.25,0,0.19,0,0.11,0,0.05,0,68.6,0,-0.49,0,-1.32,0,-0.32,0,0.05,0,'samsungplano','on',88,9,15
237.16,237.69,0.46,68.63,108.78,-84.4,0.63,-50.88,50.05,321.28,1.33,237.42,0.13,3.6,0.43,7.63,0.39,2.78,0.08,1.87,0.22,0.3,0.01,0.26,0.01,0.19,0.01,0.11,0,0.04,0,70.02,0,-0.5,0,-1.34,0,-0.32,0,0.06,0,'samsungplano','on',88,9,15
237.15,237.7,0.46,68.7,109.24,-84.93,0.63,-51.03,50.05,321.44,1.3,237.58,0.1,3.42,0.35,7.53,0.4,2.74,0.05,1.93,0.3,0.3,0.01,0.26,0.01,0.19,0,0.12,0,0.05,0,70.79,0,-0.47,0,-1.36,0,-0.32,0,0.06,0,'samsungplano','on',88,9,15
237.19,237.75,0.48,71.64,113.3,-87.77,0.63,-50.78,50.05,321.19,1.4,237.54,0.19,3.56,0.33,7.67,0.44,2.79,0.12,1.87,0.29,0.31,0.02,0.27,0.01,0.2,0.01,0.12,0,0.04,0.01,74.38,0,-0.51,0,-1.44,0,-0.32,0,0.06,0,'samsungplano','on',88,9,15
237.04,237.64,0.43,63.62,101.66,-79.3,0.63,-51.26,50.06,321.06,1.2,237.55,0.21,3.49,0.42,7.75,0.35,2.72,0.03,1.82,0.26,0.27,0,0.24,0.01,0.18,0,0.11,0,0.04,0,64.45,0,-0.42,0,-1.25,0,-0.29,0,0.06,0,'samsungplano','on',88,9,15
237.05,237.67,0.44,64.79,103.86,-81.17,0.62,-51.4,50.06,321.09,1.28,237.49,0.15,3.48,0.43,7.78,0.34,2.7,0.04,1.95,0.23,0.29,0.01,0.25,0.01,0.19,0.01,0.11,0,0.05,0,68.91,0,-0.44,0,-1.34,0,-0.3,0,0.07,0,'samsungplano','on',88,9,15
236.97,237.63,0.44,65.31,104.2,-81.2,0.63,-51.19,50.06,321.13,1.25,237.48,0.19,3.46,0.41,7.85,0.39,2.76,0.08,1.88,0.24,0.28,0.01,0.25,0.01,0.18,0.01,0.11,0,0.04,0,67.18,0,-0.46,0,-1.31,0,-0.3,0,0.06,0,'samsungplano','on',88,9,15
237.05,237.65,0.44,65.25,104.7,-81.88,0.62,-51.45,50.06,321.25,1.29,237.32,0.14,3.6,0.48,7.7,0.34,2.76,0.06,1.87,0.25,0.29,0,0.25,0.01,0.19,0.01,0.11,0.01,0.04,0,68.57,0,-0.51,0,-1.34,0,-0.3,0,0.05,0,'samsungplano','on',88,9,15
237.12,237.67,0.44,66.21,105.32,-81.91,0.63,-51.05,50.06,321.59,1.24,237.56,0.24,3.44,0.45,7.45,0.34,2.71,0.06,1.89,0.2,0.29,0,0.25,0.01,0.19,0.01,0.12,0.01,0.05,0.01,68.2,0,-0.45,0,-1.3,0,-0.31,0,0.07,0,'samsungplano','on',88,9,15
236.95,237.61,0.45,66.88,106.2,-82.49,0.63,-50.96,50.06,321.13,1.23,237.43,0.05,3.36,0.35,7.89,0.42,2.66,0.1,1.87,0.3,0.29,0.01,0.25,0.01,0.19,0.01,0.11,0.01,0.04,0,69.44,0,-0.47,0,-1.38,0,-0.29,0,0.05,0,'samsungplano','on',88,9,15
237.09,237.72,0.45,67.05,107.53,-84.06,0.62,-51.42,50.06,321.25,1.38,237.46,0.28,3.53,0.46,7.86,0.36,2.67,0.01,1.91,0.17,0.3,0.02,0.26,0.02,0.2,0.01,0.12,0.01,0.05,0,71.98,0,-0.48,0.01,-1.42,0,-0.31,0,0.07,0,'samsungplano','on',88,9,15
237.09,237.65,0.46,67.79,108.63,-84.88,0.62,-51.39,50.06,321.47,1.38,237.51,0.23,3.57,0.41,7.67,0.35,2.78,0,1.76,0.2,0.3,0,0.26,0.01,0.19,0.01,0.11,0.01,0.04,0,70.08,0,-0.49,0,-1.36,0,-0.31,0,0.05,0,'samsungplano','on',88,9,15
237.07,237.72,0.44,65.07,104.36,-81.59,0.62,-51.43,50.07,321.44,1.27,237.45,0.07,3.51,0.36,7.81,0.35,2.64,0.08,1.9,0.24,0.3,0.01,0.26,0,0.19,0,0.11,0,0.04,0,70.6,0,-0.48,0,-1.38,0,-0.29,0,0.06,0,'samsungplano','on',88,9,15
237,237.64,0.45,66.51,106.22,-82.82,0.63,-51.23,50.07,321.19,1.28,237.53,0.17,3.43,0.41,7.79,0.34,2.73,0.06,1.88,0.14,0.3,0.01,0.26,0.01,0.19,0.01,0.11,0,0.04,0,70.13,0,-0.45,0,-1.35,0,-0.31,0,0.06,0,'samsungplano','on',88,9,15
237.11,237.74,0.45,67.41,107.18,-83.33,0.63,-51.03,50.07,321.16,1.27,237.56,0.17,3.48,0.47,7.9,0.36,2.75,0.03,1.88,0.2,0.29,0,0.25,0,0.19,0,0.11,0,0.04,0,69.07,0,-0.45,0,-1.35,0,-0.3,0,0.06,0,'samsungplano','on',88,9,15
237.07,237.68,0.46,68.35,108.85,-84.71,0.63,-51.1,50.07,321.09,1.27,237.63,0.18,3.5,0.41,7.88,0.37,2.78,0.07,1.82,0.26,0.3,0.01,0.26,0.01,0.19,0.01,0.11,0,0.04,0,71.12,0,-0.46,0,-1.37,0,-0.31,0,0.06,0,'samsungplano','on',88,9,15
237.15,237.61,0.45,66.13,105.69,-82.45,0.63,-51.27,50.08,321.16,1.24,237.61,0.08,3.72,0.34,7.57,0.38,2.87,0.08,1.83,0.28,0.29,0.01,0.25,0.01,0.19,0,0.11,0,0.04,0,68.96,0,-0.5,0,-1.31,0,-0.32,0,0.07,0,'samsungplano','on',88,9,15
237.16,237.69,0.45,66.37,105.98,-82.62,0.63,-51.23,50.08,321.22,1.24,237.46,0.05,3.48,0.33,7.51,0.37,2.85,0.11,1.93,0.25,0.29,0.01,0.25,0.01,0.19,0,0.11,0,0.05,0,67.8,0,-0.43,0,-1.28,0,-0.32,0,0.07,0,'samsungplano','on',88,9,15
237.41,237.9,0.46,67.22,108.03,-84.57,0.62,-51.52,50.08,321.9,1.33,237.68,0.14,3.49,0.41,7.37,0.36,2.83,0.04,1.92,0.24,0.29,0.01,0.26,0.01,0.19,0,0.12,0,0.05,0,69.11,0,-0.46,0,-1.29,0,-0.33,0,0.08,0,'samsungplano','on',88,9,15
237.11,237.77,0.46,67.71,108.17,-84.35,0.63,-51.24,50.08,321.37,1.33,237.6,0.29,3.5,0.52,7.87,0.38,2.58,0.06,1.95,0.2,0.3,0,0.26,0,0.2,0,0.12,0,0.05,0,72.17,0,-0.52,0,-1.44,0,-0.3,0,0.06,0,'samsungplano','on',88,9,15
237.22,237.69,0.46,67.47,108.27,-84.67,0.62,-51.45,50.08,321.5,1.32,237.42,0.21,3.57,0.47,7.46,0.35,2.96,0.03,1.74,0.24,0.28,0,0.25,0,0.19,0,0.11,0,0.05,0,66.88,0,-0.42,0,-1.23,0,-0.32,0,0.07,0,'samsungplano','on',88,9,15
237.17,237.77,0.46,68.15,108.93,-84.98,0.63,-51.27,50.08,321.28,1.28,237.6,0.16,3.49,0.43,7.86,0.39,2.65,0.04,1.83,0.24,0.3,0.01,0.26,0.01,0.19,0.01,0.11,0,0.04,0,70.18,0,-0.46,0,-1.35,0,-0.3,0,0.06,0,'samsungplano','on',88,9,15
237.16,237.65,0.43,63.88,102.98,-80.77,0.62,-51.66,50.09,321.31,1.3,237.51,0.11,3.45,0.36,7.35,0.39,2.79,0.06,1.86,0.22,0.27,0.01,0.24,0.01,0.18,0.01,0.11,0,0.05,0,64.02,0,-0.45,0,-1.23,0,-0.31,0,0.07,0,'samsungplano','on',88,9,15
237.2,237.67,0.44,64.82,104.31,-81.72,0.62,-51.58,50.09,321.87,1.38,237.4,0.18,3.57,0.39,7.54,0.38,3.03,0.1,1.66,0.21,0.28,0.01,0.24,0.01,0.18,0.01,0.11,0,0.05,0,65.41,0,-0.44,0,-1.22,0,-0.32,0,0.06,0,'samsungplano','on',88,9,15
237.07,237.51,0.44,66.29,105.04,-81.49,0.63,-50.87,50.09,321.06,1.27,237.35,0.08,3.83,0.4,7.88,0.35,2.93,0.05,1.74,0.25,0.29,0,0.25,0,0.19,0,0.11,0,0.04,0,69.25,0,-0.49,0,-1.32,0,-0.31,0,0.06,0,'samsungplano','on',88,9,15
237.14,237.63,0.44,65.85,105.47,-82.38,0.62,-51.36,50.09,321.31,1.24,237.53,0.2,3.52,0.44,7.54,0.32,2.74,0.04,1.93,0.2,0.29,0,0.25,0,0.19,0,0.11,0,0.04,0,68.31,0,-0.49,0,-1.33,0,-0.31,0,0.06,0,'samsungplano','on',88,9,15
237.09,237.65,0.45,66.25,106.37,-83.23,0.62,-51.48,50.09,321.53,1.29,237.37,0.24,3.53,0.47,7.66,0.39,2.76,0.04,1.87,0.24,0.29,0,0.25,0,0.19,0,0.11,0,0.05,0,68.77,0,-0.46,0,-1.34,0,-0.31,0,0.07,0,'samsungplano','on',88,9,15
237.16,237.8,0.45,66.41,106.45,-83.19,0.62,-51.4,50.09,321.47,1.3,237.69,0.21,3.39,0.48,7.78,0.37,2.73,0.05,1.85,0.24,0.29,0.01,0.25,0.01,0.19,0.01,0.11,0.01,0.05,0,68.31,0,-0.43,0,-1.33,0,-0.31,0,0.06,0,'samsungplano','on',88,9,15
237.2,237.86,0.45,66.71,106.49,-83.01,0.63,-51.22,50.09,321.68,1.25,237.7,0.18,3.49,0.42,7.97,0.34,2.74,0.08,1.85,0.27,0.29,0.01,0.25,0.01,0.18,0,0.11,0,0.04,0,67.86,0,-0.42,0,-1.31,0,-0.29,0,0.06,0,'samsungplano','on',88,9,15
237.1,237.71,0.45,66.17,106.5,-83.45,0.62,-51.59,50.09,321.34,1.28,237.64,0.18,3.49,0.42,7.62,0.35,2.68,0.06,1.84,0.25,0.29,0.01,0.25,0,0.19,0,0.12,0,0.05,0,68.27,0,-0.47,0,-1.34,0,-0.32,0,0.07,0,'samsungplano','on',88,9,15
237.15,237.77,0.45,66.62,106.52,-83.12,0.63,-51.29,50.09,321.31,1.27,237.66,0.31,3.41,0.52,7.83,0.37,2.63,0.04,1.82,0.27,0.29,0,0.25,0,0.19,0.01,0.12,0.01,0.05,0,69.34,0,-0.43,0,-1.37,0,-0.3,0,0.06,0,'samsungplano','on',88,9,15
237.15,237.81,0.45,66.85,106.87,-83.38,0.63,-51.28,50.09,321.56,1.29,237.68,0.16,3.33,0.41,7.8,0.42,2.66,0.11,1.89,0.3,0.29,0.01,0.25,0.01,0.19,0.01,0.12,0,0.05,0,68.15,0,-0.41,0,-1.31,0,-0.3,0,0.07,0,'samsungplano','on',88,9,15
237.16,237.83,0.45,67.22,107.28,-83.61,0.63,-51.2,50.09,321.37,1.26,237.62,0.16,3.5,0.43,7.92,0.37,2.61,0.05,1.92,0.21,0.3,0,0.26,0,0.19,0,0.12,0,0.05,0,70.07,0,-0.45,0,-1.39,0,-0.3,0,0.07,0,'samsungplano','on',88,9,15
237.19,237.79,0.45,66.74,107.38,-84.13,0.62,-51.58,50.09,321.59,1.29,237.59,0.14,3.44,0.39,7.63,0.38,2.79,0.08,1.88,0.3,0.29,0,0.25,0,0.19,0,0.11,0,0.05,0,68.01,0,-0.45,0,-1.32,0,-0.31,0,0.06,0,'samsungplano','on',88,9,15
237.14,237.76,0.46,67.61,108.4,-84.73,0.62,-51.41,50.09,321.68,1.29,237.72,0.12,3.45,0.42,7.62,0.43,2.77,0.1,1.84,0.29,0.29,0,0.26,0,0.19,0,0.12,0,0.05,0,69.44,0,-0.44,0,-1.34,0,-0.32,0,0.06,0,'samsungplano','on',88,9,15
237.26,237.88,0.42,62.01,100.54,-79.13,0.62,-51.92,50.1,321.59,1.23,237.77,0.23,3.4,0.37,7.71,0.35,2.77,0.05,1.95,0.2,0.27,0,0.24,0,0.18,0,0.11,0,0.05,0,64.08,0,-0.41,0,-1.28,0,-0.31,0,0.07,0,'samsungplano','on',88,9,15
237.14,237.76,0.44,64.03,103.41,-81.19,0.62,-51.74,50.1,321.5,1.24,237.62,0.15,3.46,0.41,7.68,0.36,2.83,0.04,1.93,0.29,0.27,0,0.23,0,0.18,0,0.11,0,0.05,0,63.16,0,-0.39,0,-1.23,0,-0.31,0,0.08,0,'samsungplano','on',88,9,15
237.21,237.84,0.44,64.47,103.95,-81.54,0.62,-51.67,50.1,321.53,1.25,237.71,0.25,3.38,0.51,7.72,0.39,2.81,0.06,1.9,0.29,0.28,0.01,0.25,0,0.19,0,0.12,0,0.05,0,67.49,0,-0.42,0,-1.34,0,-0.32,0,0.07,0,'samsungplano','on',88,9,15
237.15,237.76,0.44,64.65,104.24,-81.77,0.62,-51.67,50.1,321.5,1.28,237.66,0.3,3.51,0.44,7.74,0.35,2.78,0.04,1.89,0.3,0.28,0,0.24,0.01,0.18,0.01,0.11,0.01,0.05,0,65.88,0,-0.44,0,-1.32,0,-0.31,0,0.06,0,'samsungplano','on',88,9,15
237.31,237.82,0.45,66.42,106.73,-83.55,0.62,-51.52,50.1,321.47,1.31,237.71,0.21,3.57,0.37,7.62,0.32,2.79,0.02,1.86,0.22,0.28,0.01,0.25,0.01,0.18,0.01,0.11,0,0.05,0,66.84,0,-0.46,0,-1.31,0,-0.31,0,0.07,0,'samsungplano','on',88,9,15
237.22,237.85,0.45,66.93,107.52,-84.14,0.62,-51.5,50.1,321.53,1.35,237.56,0.21,3.46,0.37,7.84,0.4,2.71,0.02,1.86,0.19,0.29,0.01,0.25,0.01,0.19,0.01,0.11,0.01,0.04,0,69.37,0,-0.43,0,-1.37,0,-0.31,0,0.06,0,'samsungplano','on',88,9,15
237.2,237.7,0.45,67.1,107.64,-84.17,0.62,-51.44,50.1,321.37,1.27,237.66,0.22,3.62,0.42,7.57,0.29,2.82,0.04,1.81,0.23,0.29,0,0.25,0,0.19,0,0.11,0,0.05,0,69.08,0,-0.48,0,-1.33,0,-0.32,0,0.06,0,'samsungplano','on',88,9,15
234.62,235.26,0.02,1.67,3.55,3.13,0.47,61.84,50.34,318.91,0.11,235.11,0.25,2.39,0.53,7.33,0.44,2.69,0.08,0.64,0.3,0.01,0,0,0,0,0,0,0,0,0,1.29,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
234.41,235.04,0.02,1.66,3.56,3.15,0.47,62.19,50.37,318.57,0.11,235.05,0.15,2.34,0.5,7.39,0.43,2.95,0.09,0.63,0.31,0.01,0,0.01,0,0.01,0,0,0,0,0,1.66,0,0,0,-0.01,0,-0.01,0,0,0,'samsungplano','standby',88,9,14
234.54,235.19,0.02,1.66,3.59,3.18,0.46,62.34,50.96,318.64,0.11,235.07,0.33,2.35,0.54,7.4,0.42,2.76,0.07,0.56,0.24,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,2.25,0,0,0,-0.02,0,-0.01,0,0,0,'samsungplano','standby',88,9,14
234.64,235.24,0.02,1.67,3.54,3.11,0.47,61.73,50.97,318.73,0.1,235.08,0.2,2.4,0.48,7.2,0.38,2.93,0.05,0.66,0.25,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,2.31,0,0,0,-0.02,0,-0.01,0,0,0,'samsungplano','standby',88,9,14
